,tipo,centro,direccion,n_distrito,n_barrio,aceite,objectid,estado,codigo,created_user,created_date,last_edited_user,last_edited_date,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2,VIA PUBLICA,,AV BALEARS - C/ TRAFALGAR,12,125,1,6,Instalado,212,,,U60391,2023-06-12T07:49:50+02:00,Feature,"[-0.3454201849871817, 39.46036551392851]",Point,-0.3454201849871817,39.46036551392851
3,04-CENTRE EDUCATIU,COLEGIO PUREZA DE MARIA,"AV CID, 142",7,072,1,7,Instalado,ED13,,,U60391,2023-05-12T09:08:50+02:00,Feature,"[-0.4091831441989463, 39.470237996285604]",Point,-0.4091831441989463,39.470237996285604
4,VIA PUBLICA,,"C/ SALAMANCA, 55",02,023,1,9,Instalado,282,,,U60391,2023-06-12T07:51:06+02:00,Feature,"[-0.36229317462455984, 39.46352908622209]",Point,-0.36229317462455984,39.46352908622209
5,04-CENTRE EDUCATIU,ESCUELAS SAN JOSÉ-JESUITAS,AV CORTS VALENCIANES 1,4,041,1,10,Instalado,ED49,,,U60391,2023-05-12T09:16:07+02:00,Feature,"[-0.3974687920139127, 39.486880824869445]",Point,-0.3974687920139127,39.486880824869445
6,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""GIORGETA-CARMEN GRACIA""","AV GIORGETA, 18",9,091,1,13,Instalado,MA11,,,U60391,2023-05-12T09:17:04+02:00,Feature,"[-0.3858615594705692, 39.46037829854154]",Point,-0.3858615594705692,39.46037829854154
7,00-DEPENDENCIES MUNICIPALS,CONSULTORI AUXILIAR BARRI LA PUNTA,"AV JESÚS MORANTE BORRÁS, 176",10,106,1,14,Instalado,DM14,,,U60391,2023-05-12T09:17:26+02:00,Feature,"[-0.34391832975438835, 39.442560553374506]",Point,-0.34391832975438835,39.442560553374506
8,09-UNIVERSITAT POPULAR,UP MALVARROSA,"AV MALVA-ROSA, 98",11,113,1,15,Instalado,UP13,,,U60391,2023-05-12T09:17:44+02:00,Feature,"[-0.32793390221576063, 39.48127636236008]",Point,-0.32793390221576063,39.48127636236008
9,08-VARIS,ORGANISME AUTÒNOM MUNICIPAL PARCS I JARDINS,"C/ ANTONI SUÁREZ, 7",6,062,1,21,Instalado,VA02,,,U60391,2023-05-12T09:21:14+02:00,Feature,"[-0.3579192322149416, 39.468642477269476]",Point,-0.3579192322149416,39.468642477269476
11,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""NATZARET""","PL ARAS DE LOS OLMOS, 4",11,115,1,24,Instalado,MA38,,,U60391,2023-05-12T13:04:46+02:00,Feature,"[-0.3333359892145762, 39.44853537574603]",Point,-0.3333359892145762,39.44853537574603
12,04-CENTRE EDUCATIU,AVAPACE,PL JOSÉ MARÍA ORENSE,13,132,1,25,Instalado,ED28,,,U60391,2023-05-12T13:05:03+02:00,Feature,"[-0.3402540238630378, 39.47335316409278]",Point,-0.3402540238630378,39.47335316409278
13,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""BENIMAMET""","PL LUIS CANO, 2ac",18,181,1,26,Instalado,MA33,,,U60391,2023-05-12T13:05:21+02:00,Feature,"[-0.4180495394189374, 39.501604036523844]",Point,-0.4180495394189374,39.501604036523844
14,01-MERCAT,MERCAT DEL GRAU,PL MERCAT NOU,11,111,1,27,Instalado,ME11,,,U60391,2023-05-12T13:05:44+02:00,Feature,"[-0.3348547446756048, 39.4612658218242]",Point,-0.3348547446756048,39.4612658218242
15,01-MERCAT,MERCAT CENTRAL,"PL MERCAT, 6",1,015,2,28,Instalado,ME01,,,U60391,2023-05-12T13:06:02+02:00,Feature,"[-0.37845796653037966, 39.47375762979897]",Point,-0.37845796653037966,39.47375762979897
16,03-ASSOCIACIÓ VEÏNS,"ASSOCIACIÓ VEÏNS ""PATRAIX""","PL PATRAIX, 13",8,081,1,29,Instalado,AV04,,,U60391,2023-05-12T13:06:21+02:00,Feature,"[-0.3924325530631924, 39.46319466365763]",Point,-0.3924325530631924,39.46319466365763
17,01-MERCAT,MERCAT VALVANERA,PL SANTIAGO SUÁREZ (SANTI),9,093,1,32,Instalado,ME06,,,U60391,2023-05-12T13:07:09+02:00,Feature,"[-0.38754815216013644, 39.452350266346976]",Point,-0.38754815216013644,39.452350266346976
18,04-CENTRE EDUCATIU,COL·LEGI JESÚS-MARÍA,"GV FERRAN EL CATÒLIC, 37",3,033,1,38,Instalado,ED11,,,U60391,2023-05-12T13:12:27+02:00,Feature,"[-0.3871187806300474, 39.47264012036855]",Point,-0.3871187806300474,39.47264012036855
20,01-MERCAT,MERCAT ROJAS CLEMENT,C/ BOTÀNIC,3,031,1,50,Instalado,ME03,,,U60391,2023-05-12T09:24:50+02:00,Feature,"[-0.3852585188864441, 39.47299307196004]",Point,-0.3852585188864441,39.47299307196004
21,07-ALCALDIA DE BARRI,ALCALDIA EL PALMAR,"C/ CAUDETE, 15",19,195,1,53,Instalado,AB04,,,U60391,2023-05-12T09:25:44+02:00,Feature,"[-0.3176533724198616, 39.30938519493066]",Point,-0.3176533724198616,39.30938519493066
22,00-DEPENDENCIES MUNICIPALS,CM OCUPACIÓ I FORMACIÓ,"C/ LLEONS, 9",12,121,1,57,Instalado,DM07,,,U60391,2023-05-12T11:52:34+02:00,Feature,"[-0.3486057753040274, 39.465466657918]",Point,-0.3486057753040274,39.465466657918
23,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""CABANYAL-CANYAMELAR""","C/ DOCTOR LLUCH, Ft. 75",11,112,1,62,Instalado,MA37,,,U60391,2023-05-12T12:02:59+02:00,Feature,"[-0.3282848832395655, 39.46677095323611]",Point,-0.3282848832395655,39.46677095323611
24,07-ALCALDIA DE BARRI,ALCALDIA EL FORN D'ALCEDO,"C/ GUADALQUIVIR, 15",19,191,1,67,Instalado,AB01,,,U60391,2023-05-12T12:09:15+02:00,Feature,"[-0.37613390739669833, 39.43259613113737]",Point,-0.37613390739669833,39.43259613113737
25,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""FORN D'ALCEDO""","C/ RIU CABRIOL, 2 Baix",19,191,1,68,Instalado,MA14,,,U60391,2023-05-12T12:09:28+02:00,Feature,"[-0.37492592531276875, 39.432683873268374]",Point,-0.37492592531276875,39.432683873268374
26,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""ARRANCAPINS""","C/ HISTORIADOR DIAGO, 6-8",3,034,1,71,Instalado,MA02,,,U60391,2023-05-12T12:10:59+02:00,Feature,"[-0.38378188262656665, 39.46756431890583]",Point,-0.38378188262656665,39.46756431890583
27,04-CENTRE EDUCATIU,COLEGIO LA PURISIMA-GRAO,"C/ JOSEP AGUIRRE, 33",11,111,1,72,Instalado,ED43,,,U60391,2023-05-12T12:11:34+02:00,Feature,"[-0.3340292437170603, 39.46183478074841]",Point,-0.3340292437170603,39.46183478074841
28,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""LA FONTSANTA""","C/ MARE DE DÉU DE LA FONTSANTA, S/N",7,074,1,79,Instalado,MA05,,,U60391,2023-05-12T12:55:12+02:00,Feature,"[-0.4072171036534992, 39.46650166814691]",Point,-0.4072171036534992,39.46650166814691
29,01-MERCAT,MERCAT BENICALAP,C/ MIQUEL SERVET,16,161,1,80,Instalado,ME09,,,U60391,2023-05-12T12:56:28+02:00,Feature,"[-0.39417997292459994, 39.48860592343046]",Point,-0.39417997292459994,39.48860592343046
30,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""MARE DE DEU DEL DESEMPARATS""","C/ MÚSIC AYLLÓN, S/N",7,073,1,82,Instalado,MA04,,,U60391,2023-05-12T12:57:38+02:00,Feature,"[-0.3968979392254807, 39.465843663515614]",Point,-0.3968979392254807,39.465843663515614
31,04-CENTRE EDUCATIU,EI 1er CICLE MUNICIPAL GENERAL URRUTIA,"C/ RICARDO MUÑOZ SUAY (CINEASTA), S/N",10,107,1,87,Instalado,ED42,,,U60391,2023-05-12T12:59:04+02:00,Feature,"[-0.35883945960066876, 39.45254521109653]",Point,-0.35883945960066876,39.45254521109653
32,02-CM_PERSONES MAJORS,"CM ACTIVITATS PERSONES MAJORS ""FONT DE SANT LLUÍS""","C/ SEVERIANO GOIG, S/N",10,105,1,90,Instalado,MA36,,,U60391,2023-05-12T13:00:42+02:00,Feature,"[-0.3634020624766169, 39.454734504869464]",Point,-0.3634020624766169,39.454734504869464
33,04-CENTRE EDUCATIU,CEIP L'AMISTAT,"C/ SÉNECA, 13",13,133,1,91,Instalado,ED29,,,U60391,2023-05-12T13:01:05+02:00,Feature,"[-0.35035214295021505, 39.47217872898532]",Point,-0.35035214295021505,39.47217872898532
34,02-CM_PERSONES MAJORS,UD PENSIONISTES BENIMACLET,"C/ UTIEL, 22",14,141,1,95,Instalado,MA28,,,U60391,2023-05-12T13:02:26+02:00,Feature,"[-0.35855665954853966, 39.4856797386466]",Point,-0.35855665954853966,39.4856797386466
39,VIA PUBLICA,,"AV REAL DE MADRID, 51",19,197,1,111,Instalado,18,,,U60391,2023-06-08T14:15:48+02:00,Feature,"[-0.3914553754494241, 39.433231316360875]",Point,-0.3914553754494241,39.433231316360875
42,VIA PUBLICA,,C/ CONCA - C/ RAMON DE CASTRO,08,081,1,121,Instalado,07-2,,,U60391,2023-06-08T14:27:54+02:00,Feature,"[-0.3891435052347921, 39.46340550599137]",Point,-0.3891435052347921,39.46340550599137
43,VIA PUBLICA,,PL MANUEL GRANERO - C/ FILIPINES,02,021,1,122,Instalado,146,,,U60391,2023-06-08T14:28:49+02:00,Feature,"[-0.37652979344012416, 39.458462924195366]",Point,-0.37652979344012416,39.458462924195366
44,VIA PUBLICA,,AV REGNE DE VALÈNCIA - C/ SANT VALERI,02,021,1,123,Instalado,129,,,U60391,2023-06-12T07:51:47+02:00,Feature,"[-0.37203828494214797, 39.46452534553879]",Point,-0.37203828494214797,39.46452534553879
45,VIA PUBLICA,,"AV GOLA DEL PUJOL, 6",19,194,1,125,Instalado,21,,,U60391,2023-06-12T07:53:01+02:00,Feature,"[-0.3223197700897032, 39.356616223705814]",Point,-0.3223197700897032,39.356616223705814
46,VIA PUBLICA,,"C/ FONTANARS DELS ALFORINS, 1",08,081,1,126,Instalado,151,,,U60391,2023-06-12T07:53:34+02:00,Feature,"[-0.39068310852864124, 39.45667190827953]",Point,-0.39068310852864124,39.45667190827953
47,VIA PUBLICA,,C/ JOAQUIM NAVARRO - C/ GABRIEL Y GALÁN,09,092,1,128,Instalado,167,,,U60391,2023-06-12T07:54:36+02:00,Feature,"[-0.3874506364636714, 39.452979481982055]",Point,-0.3874506364636714,39.452979481982055
48,VIA PUBLICA,,AV MENÉNDEZ Y PELAYO - GASCÓ OLIAG,06,064,1,135,Instalado,261,,,U60391,2023-06-12T08:00:35+02:00,Feature,"[-0.3576596291844111, 39.47847869162641]",Point,-0.3576596291844111,39.47847869162641
50,VIA PUBLICA,,C/ BÈLGICA - C/ CARAVACA,06,064,1,140,Instalado,252,,,U60391,2023-06-08T09:50:56+02:00,Feature,"[-0.3557572579835805, 39.47346664209488]",Point,-0.3557572579835805,39.47346664209488
52,VIA PUBLICA,,AV FRANÇA - C/ TRAFALGAR,12,125,1,142,Instalado,59,,,U60391,2023-06-08T09:52:09+02:00,Feature,"[-0.34636201961336033, 39.45881363094735]",Point,-0.34636201961336033,39.45881363094735
53,VIA PUBLICA,,"C/ JOSÉ ANDREU ALABARTA, 36",08,082,1,145,Instalado,08,,,U60391,2023-06-12T08:07:14+02:00,Feature,"[-0.4035568890568363, 39.451918597348985]",Point,-0.4035568890568363,39.451918597348985
54,VIA PUBLICA,,C/ CAMPANERS - C/ BOLÍVIA (JUNT COL·LEGI),08,084,1,150,Instalado,01,,,U60391,2023-06-08T09:59:33+02:00,Feature,"[-0.39952042371005864, 39.4571628636793]",Point,-0.39952042371005864,39.4571628636793
55,VIA PUBLICA,,C/ SANT VICENT MÀRTIR - C/ PRIMER DE MAIG,09,093,1,151,Instalado,30,,,U60391,2023-06-08T10:00:48+02:00,Feature,"[-0.38583349931989497, 39.44852109234511]",Point,-0.38583349931989497,39.44852109234511
56,VIA PUBLICA,,"C/ ALMÀSSERA, FRT 16",09,092,1,153,Instalado,169,,,U60391,2023-06-08T11:00:53+02:00,Feature,"[-0.39116504666097923, 39.452589958573476]",Point,-0.39116504666097923,39.452589958573476
59,VIA PUBLICA,,AV GASPAR AGUILAR - C/ FORATA,09,092,1,167,Instalado,33,,,U60391,2023-06-08T11:52:55+02:00,Feature,"[-0.39391727281263456, 39.45098991733751]",Point,-0.39391727281263456,39.45098991733751
60,VIA PUBLICA,,"AV PRIMER DE MAIG, 31",09,093,1,168,Instalado,29,,,U60391,2023-06-08T11:53:31+02:00,Feature,"[-0.3890872363993806, 39.449101347877445]",Point,-0.3890872363993806,39.449101347877445
61,VIA PUBLICA,,C/ ARQUEBISPE OLAECHEA - C/ SANT MARCEL·LÍ,09,094,1,169,Instalado,174,,,U60391,2023-06-08T11:54:13+02:00,Feature,"[-0.39121508282951084, 39.44402269362322]",Point,-0.39121508282951084,39.44402269362322
65,VIA PUBLICA,,"C/ PIUS XI, 13 - C/ FONTANARS DELS ALFORINS",08,084,1,186,Instalado,161,,,U60391,2023-06-08T12:24:36+02:00,Feature,"[-0.393021112329799, 39.45913366951507]",Point,-0.393021112329799,39.45913366951507
66,VIA PUBLICA,,C/ COSTA I BORRÀS - C/ JERONIMA GALES (IMPRESSORA),09,092,1,188,Instalado,32,,,U60391,2023-06-08T12:27:47+02:00,Feature,"[-0.3892825184499628, 39.45500138985643]",Point,-0.3892825184499628,39.45500138985643
67,VIA PUBLICA,,"CN PICANYA, 23",08,082,1,192,Instalado,157,,,U60391,2023-06-08T12:30:52+02:00,Feature,"[-0.4043556561886552, 39.45608194118478]",Point,-0.4043556561886552,39.45608194118478
68,VIA PUBLICA,,GV GERMANIES - C/ SUECA,02,021,1,195,Instalado,293,,,U60391,2023-06-08T12:33:56+02:00,Feature,"[-0.37663159064605506, 39.463464544405504]",Point,-0.37663159064605506,39.463464544405504
71,VIA PUBLICA,,AV PERIS I VALERO - C/ CABO JUBI,02,021,1,201,Instalado,130,,,U60391,2023-06-08T12:47:53+02:00,Feature,"[-0.3705551363908262, 39.45935071112085]",Point,-0.3705551363908262,39.45935071112085
79,VIA PUBLICA,,"AV GIORGETA, 18",09,091,1,231,Instalado,163,,,U60391,2023-06-08T13:08:36+02:00,Feature,"[-0.3856760935893502, 39.46046551667991]",Point,-0.3856760935893502,39.46046551667991
80,VIA PUBLICA,,"AV PINARS, 26",19,194,1,232,Instalado,176,,,U60391,2023-06-08T13:10:15+02:00,Feature,"[-0.33246501796991285, 39.382169819821186]",Point,-0.33246501796991285,39.382169819821186
83,VIA PUBLICA,,AV PORT - C/ ACTOR LLORENS,12,122,1,241,Instalado,57,,,U60391,2023-06-08T13:18:04+02:00,Feature,"[-0.35553463987924533, 39.46683148231009]",Point,-0.35553463987924533,39.46683148231009
89,VIA PUBLICA,,C/ ÈOL  - C/ HORT DE VEIRAT,06,062,1,253,Instalado,259,,,U60391,2023-06-08T13:29:01+02:00,Feature,"[-0.35652775940254716, 39.4710914524283]",Point,-0.35652775940254716,39.4710914524283
94,VIA PUBLICA,,"C/ PIUS IX, 29",09,094,1,269,Instalado,173,,,U60391,2023-06-08T13:45:22+02:00,Feature,"[-0.3930435678108677, 39.44509232064263]",Point,-0.3930435678108677,39.44509232064263
95,VIA PUBLICA,,C/ PROFESSOR DOCTOR SEVERO OCHOA - C/ MONFORTE,06,061,1,270,Instalado,250,,,U60391,2023-06-08T13:46:47+02:00,Feature,"[-0.3641477965088149, 39.4770967918165]",Point,-0.3641477965088149,39.4770967918165
98,VIA PUBLICA,,C/ REVEREND JOSEP VALERO - C/ GARCÉS,17,173,1,280,Instalado,28,,,U60391,2023-11-15T13:46:52+01:00,Feature,"[-0.37606257077436767, 39.51667704967122]",Point,-0.37606257077436767,39.51667704967122
99,VIA PUBLICA,,SENDA TENDETA - CAMI MAUELLA,17,175,1,282,Instalado,26,,,U60391,2023-06-09T08:25:26+02:00,Feature,"[-0.33379192148555203, 39.54359505378939]",Point,-0.33379192148555203,39.54359505378939
101,VIA PUBLICA,,"PL PATRAIX, FRT 17",8,81,1,287,Instalado,07-1,U60391,2022-07-13T09:03:20+02:00,U60391,2023-06-09T08:28:57+02:00,Feature,"[-0.39187358753291124, 39.46285076713753]",Point,-0.39187358753291124,39.46285076713753
111,VIA PUBLICA,,C/ ARXIDUC CARLES - C/ MUSIC GOMIS,08,084,1,317,Instalado,62-1,,,U60391,2023-06-09T09:37:36+02:00,Feature,"[-0.4007900481666045, 39.45940949284493]",Point,-0.4007900481666045,39.45940949284493
113,VIA PUBLICA,,C/ MISSER MASCÓ CRUCE C/ NATURALISTA ARÉVALO BACA,06,061,1,320,Instalado,260,,,U60391,2023-06-09T09:42:13+02:00,Feature,"[-0.3618720915834155, 39.475171599912336]",Point,-0.3618720915834155,39.475171599912336
116,VIA PUBLICA,,"C/ TRES FORQUES, 69",08,083,1,324,Instalado,164,,,U60391,2023-06-09T09:45:10+02:00,Feature,"[-0.39526807132081293, 39.46388137049108]",Point,-0.39526807132081293,39.46388137049108
117,VIA PUBLICA,,C/ CAMPOS CRESPO - C/ CASES BAIXES,08,085,1,326,Instalado,154,,,U60391,2023-06-09T09:46:37+02:00,Feature,"[-0.3942469798589631, 39.45632005093739]",Point,-0.3942469798589631,39.45632005093739
120,07-ALCALDIA DE BARRI,ALCALDIA LA PUNTA,"C/ ALBERTO GARCÍA ESTEVE (ADVOCAT), SN",10,106,1,336,Instalado,AB11,,,U60391,2023-06-29T15:11:44+02:00,Feature,"[-0.3353594935381565, 39.44308498544254]",Point,-0.3353594935381565,39.44308498544254
121,VIA PUBLICA,,AV CONSTITUCIÓ - C/ LLEIDA,05,052,1,337,Instalado,202,,,U60391,2023-11-09T13:01:18+01:00,Feature,"[-0.37877612139973127, 39.483759870087646]",Point,-0.37877612139973127,39.483759870087646
122,VIA PUBLICA,,"AV PORTUGAL, 16",05,054,1,345,Instalado,38,,,U60391,2023-11-09T13:44:25+01:00,Feature,"[-0.37890767981100903, 39.487866380058506]",Point,-0.37890767981100903,39.487866380058506
123,VIA PUBLICA,,C/ FRAY PERE VIVES - C/ BILBAO,05,055,1,346,Instalado,190,,,U60391,2023-11-09T13:53:01+01:00,Feature,"[-0.37281018451513004, 39.486863560548606]",Point,-0.37281018451513004,39.486863560548606
124,VIA PUBLICA,,"C/ MAXIMILIA THOUS, 11 acc",05,055,1,347,Instalado,163,,,U60391,2023-11-09T13:56:13+01:00,Feature,"[-0.3750158831281465, 39.4879247706322]",Point,-0.3750158831281465,39.4879247706322
125,VIA PUBLICA,,C/ PARE URBANO - PL PROFESSOR TIERNO GALVÁN,05,055,1,348,Instalado,53,,,U60391,2023-11-09T13:58:39+01:00,Feature,"[-0.3713865493348119, 39.48876395027358]",Point,-0.3713865493348119,39.48876395027358
132,VIA PUBLICA,,"C/ JOSEP SOTO MICO, 43",09,095,1,368,Instalado,165,,,U60391,2023-06-08T14:56:58+02:00,Feature,"[-0.3887914981629633, 39.44004411641298]",Point,-0.3887914981629633,39.44004411641298
133,VIA PUBLICA,,"C/ VALL DE LA BALLESTERA, 39 - AV MESTRE RODRIGO (MÚSIC)",04,041,1,373,Instalado,24,,,U60391,2023-07-07T11:38:22+02:00,Feature,"[-0.39825311510222466, 39.47893751967591]",Point,-0.39825311510222466,39.47893751967591
134,VIA PUBLICA,,"AV BURJASSOT, 3",04,042,1,374,Instalado,182,,,U60391,2023-07-07T11:40:22+02:00,Feature,"[-0.38228384667436194, 39.482886393679]",Point,-0.38228384667436194,39.482886393679
135,VIA PUBLICA,,AV MENÉNDEZ PIDAL - C/ DEGÀ RAMON ARNAU,04,042,1,375,Instalado,187,,,U60391,2023-07-07T11:49:36+02:00,Feature,"[-0.38603189037855806, 39.48095157209427]",Point,-0.38603189037855806,39.48095157209427
